ID,C1,C2,C3
66,0.004041208,0.99189067,0.0040681497
67,0.013236226,0.9745779,0.012185947
68,0.5723136,0.001623243,0.4260632
69,0.61918527,0.0014875475,0.37932715
70,0.9617565,0.00069795124,0.037545532
71,0.5032143,0.0015748559,0.49521083
72,0.012219016,0.97530705,0.0124739725
73,0.033734772,0.9470826,0.019182643
74,0.012219016,0.97530705,0.0124739725
75,0.62282926,0.0015521391,0.37561858
76,0.5102926,0.0017555867,0.48795182
77,0.013104321,0.97244304,0.014452565
78,0.013104321,0.97244304,0.014452565
79,0.63359404,0.001609028,0.36479688
80,0.50179696,0.0016307516,0.4965723
81,0.012219016,0.97530705,0.0124739725
82,0.5240914,0.0016117292,0.47429687
83,0.5719653,0.001600822,0.42643392
84,0.35876352,0.0014367686,0.6397997
85,0.036577247,0.9447754,0.018647304
86,0.5213791,0.0016592834,0.47696155
87,0.5719653,0.001600822,0.42643392
88,0.8015186,0.001495368,0.196986
89,0.52713275,0.0056021283,0.46726513
90,0.5719653,0.001600822,0.42643392
91,0.013104321,0.97244304,0.014452565
92,0.6672847,0.0023539918,0.33036125
93,0.63359404,0.001609028,0.36479688
94,0.012219016,0.97530705,0.0124739725
95,0.5691849,0.0016062806,0.4292088
96,0.013104321,0.97244304,0.014452565
97,0.02223754,0.947596,0.030166414
98,0.63359404,0.001609028,0.36479688
99,0.81443304,0.0019958366,0.18357116
100,0.5719653,0.001600822,0.42643392
101,0.012219016,0.97530705,0.0124739725
102,0.0089606745,0.9850884,0.0059509617
103,0.014135912,0.9713993,0.014464837
104,0.0025542718,0.9941695,0.003276291
105,0.89956534,0.002316019,0.09811867
106,0.6300082,0.0015162866,0.3684755
107,0.5625059,0.0016419956,0.4358521
108,0.5719653,0.001600822,0.42643392
109,0.6122359,0.0015103086,0.38625374
110,0.07942867,0.8481522,0.07241913
111,0.812627,0.00184666,0.18552634
112,0.637511,0.001554366,0.36093464
113,0.5788565,0.001600703,0.41954282
114,0.014135912,0.9713993,0.014464837
115,0.044812407,0.0018808101,0.9533068
116,0.5945981,0.0016193576,0.40378252
117,0.62282926,0.0015521391,0.37561858
118,0.51299214,0.0017424382,0.48526537
119,0.59928244,0.0697489,0.33096868
120,0.014135912,0.9713993,0.014464837
121,0.5850476,0.0015612824,0.41339108
122,0.59928244,0.0697489,0.33096868
123,0.6654256,0.0014608277,0.33311355
124,0.51376605,0.0016098917,0.48462406
125,0.632065,0.0015368313,0.36639816
126,0.035996053,0.0010522297,0.96295166
127,0.5788565,0.001600703,0.41954282
128,0.55243725,0.05970638,0.3878564
129,0.5788565,0.001600703,0.41954282
130,0.008854358,0.97686565,0.014280014
131,0.44822356,0.0017494869,0.55002695
132,0.004041208,0.99189067,0.0040681497
133,0.009817106,0.98191756,0.0082653975
134,0.004041208,0.99189067,0.0040681497
135,0.014135912,0.9713993,0.014464837
136,0.5911066,0.0016080678,0.40728536
137,0.074450254,0.45389736,0.47165242
138,0.8919654,0.0029351055,0.10509953
139,0.5988228,0.0022884936,0.3988887
140,0.07942867,0.8481522,0.07241913
141,0.7827048,0.0012671041,0.21602815
142,0.5719653,0.001600822,0.42643392
143,0.71625054,0.0014213091,0.2823282
144,0.5719653,0.001600822,0.42643392
145,0.5719653,0.001600822,0.42643392
146,0.5719653,0.001600822,0.42643392
147,0.013104321,0.97244304,0.014452565
148,0.63359404,0.001609028,0.36479688
149,0.07942867,0.8481522,0.07241913
150,0.7036658,0.001650717,0.29468352
151,0.013104321,0.97244304,0.014452565
152,0.62282926,0.0015521391,0.37561858
153,0.66111773,0.0015090648,0.3373732
154,0.62282926,0.0015521391,0.37561858
155,0.586138,0.0016004982,0.41226152
156,0.8465418,0.0031666188,0.15029153
157,0.6102028,0.0016592947,0.38813788
158,0.96555346,0.00062881183,0.033817656
159,0.008854358,0.97686565,0.014280014
160,0.013104321,0.97244304,0.014452565
161,0.012219016,0.97530705,0.0124739725
162,0.008854358,0.97686565,0.014280014
163,0.58811253,0.002039427,0.40984803
164,0.3633487,0.001632455,0.6350189
165,0.7337575,0.0045446777,0.2616978
166,0.6647202,0.0015428059,0.333737
167,0.013236226,0.9745779,0.012185947
168,0.009989123,0.97519255,0.014818408
169,0.5788565,0.001600703,0.41954282
170,0.013104321,0.97244304,0.014452565
171,0.8307281,0.0012142438,0.16805767
172,0.62282926,0.0015521391,0.37561858
173,0.04654049,0.90292865,0.05053092
174,0.07942867,0.8481522,0.07241913
175,0.8515882,0.0016493249,0.14676252
176,0.8270011,0.0028789171,0.17011997
177,0.59928244,0.0697489,0.33096868
178,0.66111773,0.0015090648,0.3373732
179,0.00672622,0.9868352,0.0064386437
180,0.6654256,0.0014608277,0.33311355
181,0.012219016,0.97530705,0.0124739725
182,0.5420867,0.001690007,0.45622325
183,0.5719653,0.001600822,0.42643392
184,0.57453233,0.0015676302,0.42390004
185,0.62282926,0.0015521391,0.37561858
186,0.013236226,0.9745779,0.012185947
187,0.5240914,0.0016117292,0.47429687
188,0.678364,0.0018394551,0.3197966
189,0.76414883,0.002793023,0.23305811
190,0.00672622,0.9868352,0.0064386437
191,0.012219016,0.97530705,0.0124739725
192,0.013104321,0.97244304,0.014452565
193,0.81443304,0.0019958366,0.18357116
194,0.5719653,0.001600822,0.42643392
195,0.6451624,0.0016504156,0.35318717
196,0.013104321,0.97244304,0.014452565
197,0.81443304,0.0019958366,0.18357116
198,0.062019132,0.8892151,0.04876579
199,0.5733463,0.06716873,0.35948497
200,0.62282926,0.0015521391,0.37561858
201,0.48121393,0.0017596046,0.5170264
202,0.00672622,0.9868352,0.0064386437
203,0.013104321,0.97244304,0.014452565
204,0.5719653,0.001600822,0.42643392
205,0.013236226,0.9745779,0.012185947
206,0.522255,0.0018281962,0.47591677
207,0.29766107,0.52345216,0.17888676
208,0.6233321,0.001555733,0.3751122
209,0.53769135,0.0018528762,0.46045575
210,0.5207473,0.0016982469,0.4775544
211,0.8069184,0.001991362,0.19109024
212,0.012219016,0.97530705,0.0124739725
213,0.5788565,0.001600703,0.41954282
214,0.50179696,0.0016307516,0.4965723
215,0.62282926,0.0015521391,0.37561858
216,0.5719653,0.001600822,0.42643392
217,0.033734772,0.9470826,0.019182643
218,0.5497048,0.001645563,0.44864962
219,0.0063484143,0.9867346,0.006917005
220,0.040867973,0.90620077,0.052931312
221,0.48180792,0.0017618207,0.51643026
222,0.5503078,0.0016941978,0.44799805
223,0.008854358,0.97686565,0.014280014
224,0.9790996,0.0005445216,0.020355882
225,0.5719653,0.001600822,0.42643392
226,0.0028453332,0.9911438,0.006010848
227,0.5670932,0.0015533817,0.4313534
228,0.013104321,0.97244304,0.014452565
229,0.5102926,0.0017555867,0.48795182
230,0.5719653,0.001600822,0.42643392
231,0.032623053,0.00075920956,0.9666177
232,0.062019132,0.8892151,0.04876579
233,0.6089554,0.0016181669,0.3894265
234,0.5803661,0.066316135,0.35331774
235,0.5964785,0.0016665396,0.40185493
236,0.5719653,0.001600822,0.42643392
237,0.5788565,0.001600703,0.41954282
238,0.7056318,0.0023291511,0.29203907
239,0.61364424,0.0017184007,0.38463736
240,0.6256474,0.0015883769,0.3727642
241,0.637511,0.001554366,0.36093464
242,0.6256474,0.0015883769,0.3727642
243,0.013236226,0.9745779,0.012185947
244,0.6288929,0.0015465406,0.36956054
245,0.5733463,0.06716873,0.35948497
246,0.012219016,0.97530705,0.0124739725
247,0.6417026,0.0015990828,0.3566983
248,0.5723136,0.001623243,0.4260632
249,0.80182254,0.0017889747,0.19638851
250,0.5870632,0.0019707726,0.410966
251,0.012219016,0.97530705,0.0124739725
252,0.55243725,0.05970638,0.3878564
253,0.5625059,0.0016419956,0.4358521
254,0.632065,0.0015368313,0.36639816
255,0.5719653,0.001600822,0.42643392
256,0.586138,0.0016004982,0.41226152
257,0.004041208,0.99189067,0.0040681497
258,0.5625059,0.0016419956,0.4358521
259,0.040867973,0.90620077,0.052931312
260,0.013104321,0.97244304,0.014452565
261,0.6136312,0.0017340397,0.38463476
262,0.5733463,0.06716873,0.35948497
263,0.63359404,0.001609028,0.36479688
264,0.50179696,0.0016307516,0.4965723
265,0.65565896,0.0015938057,0.34274724
266,0.40887848,0.0017514034,0.58937013
267,0.7206054,0.0026045472,0.27679014
268,0.008854358,0.97686565,0.014280014
269,0.5723136,0.001623243,0.4260632
270,0.73632544,0.002279866,0.26139474
271,0.97665215,0.0008390487,0.02250875
272,0.66111773,0.0015090648,0.3373732
273,0.6288929,0.0015465406,0.36956054
274,0.678364,0.0018394551,0.3197966
275,0.5719653,0.001600822,0.42643392
276,0.004041208,0.99189067,0.0040681497
277,0.47965732,0.093211636,0.42713103
278,0.5394537,0.0016298806,0.45891646
279,0.6300082,0.0015162866,0.3684755
280,0.02223754,0.947596,0.030166414
281,0.012219016,0.97530705,0.0124739725
282,0.15450929,0.71752614,0.12796462
283,0.5719653,0.001600822,0.42643392
284,0.71057725,0.0024665808,0.28695622
285,0.9617565,0.00069795124,0.037545532
286,0.24720243,0.32685396,0.42594367
287,0.51376605,0.0016098917,0.48462406
288,0.57622707,0.0016238317,0.42214912
289,0.7056318,0.0023291511,0.29203907
290,0.8754867,0.00241469,0.12209858
291,0.5433238,0.0016713787,0.45500478
292,0.0034711799,0.99190825,0.0046205837
293,0.07942867,0.8481522,0.07241913
294,0.9833391,0.00075082906,0.015910119
295,0.67703736,0.0016362988,0.32132632
296,0.7337575,0.0045446777,0.2616978
297,0.59928244,0.0697489,0.33096868
298,0.8069184,0.001991362,0.19109024
299,0.033618346,0.9476993,0.018682327
300,0.6288929,0.0015465406,0.36956054
