ID,C1,C2,C3
79,0.33,0.33,0.33
80,0.33,0.33,0.33
81,0.33,0.33,0.33
82,0.33,0.33,0.33
83,0.33,0.33,0.33
84,0.33,0.33,0.33
85,0.33,0.33,0.33
86,0.33,0.33,0.33
87,0.33,0.33,0.33
88,0.33,0.33,0.33
89,0.33,0.33,0.33
90,0.33,0.33,0.33
91,0.33,0.33,0.33
92,0.33,0.33,0.33
93,0.33,0.33,0.33
94,0.33,0.33,0.33
95,0.33,0.33,0.33
96,0.33,0.33,0.33
97,0.33,0.33,0.33
98,0.33,0.33,0.33
99,0.33,0.33,0.33
100,0.33,0.33,0.33
101,0.33,0.33,0.33
102,0.33,0.33,0.33
103,0.33,0.33,0.33
104,0.33,0.33,0.33
105,0.33,0.33,0.33
106,0.33,0.33,0.33
107,0.33,0.33,0.33
108,0.33,0.33,0.33
109,0.33,0.33,0.33
110,0.33,0.33,0.33
111,0.33,0.33,0.33
112,0.33,0.33,0.33
113,0.33,0.33,0.33
114,0.33,0.33,0.33
115,0.33,0.33,0.33
116,0.33,0.33,0.33
117,0.33,0.33,0.33
118,0.33,0.33,0.33
119,0.33,0.33,0.33
120,0.33,0.33,0.33
121,0.33,0.33,0.33
122,0.33,0.33,0.33
123,0.33,0.33,0.33
124,0.33,0.33,0.33
125,0.33,0.33,0.33
126,0.33,0.33,0.33
127,0.33,0.33,0.33
128,0.33,0.33,0.33
129,0.33,0.33,0.33
130,0.33,0.33,0.33
131,0.33,0.33,0.33
132,0.33,0.33,0.33
133,0.33,0.33,0.33
134,0.33,0.33,0.33
135,0.33,0.33,0.33
136,0.33,0.33,0.33
137,0.33,0.33,0.33
138,0.33,0.33,0.33
139,0.33,0.33,0.33
140,0.33,0.33,0.33
141,0.33,0.33,0.33
142,0.33,0.33,0.33
143,0.33,0.33,0.33
144,0.33,0.33,0.33
145,0.33,0.33,0.33
146,0.33,0.33,0.33
147,0.33,0.33,0.33
148,0.33,0.33,0.33
149,0.33,0.33,0.33
150,0.33,0.33,0.33
151,0.33,0.33,0.33
152,0.33,0.33,0.33
153,0.33,0.33,0.33
154,0.33,0.33,0.33
155,0.33,0.33,0.33
156,0.33,0.33,0.33
157,0.33,0.33,0.33
158,0.33,0.33,0.33
159,0.33,0.33,0.33
160,0.33,0.33,0.33
161,0.33,0.33,0.33
162,0.33,0.33,0.33
163,0.33,0.33,0.33
164,0.33,0.33,0.33
165,0.33,0.33,0.33
166,0.33,0.33,0.33
167,0.33,0.33,0.33
168,0.33,0.33,0.33
169,0.33,0.33,0.33
170,0.33,0.33,0.33
171,0.33,0.33,0.33
172,0.33,0.33,0.33
173,0.33,0.33,0.33
174,0.33,0.33,0.33
175,0.33,0.33,0.33
176,0.33,0.33,0.33
177,0.33,0.33,0.33
178,0.33,0.33,0.33
179,0.33,0.33,0.33
180,0.33,0.33,0.33
181,0.33,0.33,0.33
182,0.33,0.33,0.33
183,0.33,0.33,0.33
184,0.33,0.33,0.33
185,0.33,0.33,0.33
186,0.33,0.33,0.33
187,0.33,0.33,0.33
188,0.33,0.33,0.33
189,0.33,0.33,0.33
190,0.33,0.33,0.33
191,0.33,0.33,0.33
192,0.33,0.33,0.33
193,0.33,0.33,0.33
194,0.33,0.33,0.33
195,0.33,0.33,0.33
196,0.33,0.33,0.33
197,0.33,0.33,0.33
198,0.33,0.33,0.33
199,0.33,0.33,0.33
200,0.33,0.33,0.33
201,0.33,0.33,0.33
202,0.33,0.33,0.33
203,0.33,0.33,0.33
204,0.33,0.33,0.33
205,0.33,0.33,0.33
206,0.33,0.33,0.33
207,0.33,0.33,0.33
208,0.33,0.33,0.33
209,0.33,0.33,0.33
210,0.33,0.33,0.33
211,0.33,0.33,0.33
212,0.33,0.33,0.33
213,0.33,0.33,0.33
214,0.33,0.33,0.33
215,0.33,0.33,0.33
216,0.33,0.33,0.33
217,0.33,0.33,0.33
218,0.33,0.33,0.33
219,0.33,0.33,0.33
220,0.33,0.33,0.33
221,0.33,0.33,0.33
222,0.33,0.33,0.33
223,0.33,0.33,0.33
224,0.33,0.33,0.33
225,0.33,0.33,0.33
226,0.33,0.33,0.33
227,0.33,0.33,0.33
228,0.33,0.33,0.33
229,0.33,0.33,0.33
230,0.33,0.33,0.33
231,0.33,0.33,0.33
232,0.33,0.33,0.33
233,0.33,0.33,0.33
234,0.33,0.33,0.33
235,0.33,0.33,0.33
236,0.33,0.33,0.33
237,0.33,0.33,0.33
238,0.33,0.33,0.33
239,0.33,0.33,0.33
240,0.33,0.33,0.33
241,0.33,0.33,0.33
242,0.33,0.33,0.33
243,0.33,0.33,0.33
244,0.33,0.33,0.33
245,0.33,0.33,0.33
246,0.33,0.33,0.33
247,0.33,0.33,0.33
248,0.33,0.33,0.33
249,0.33,0.33,0.33
250,0.33,0.33,0.33
251,0.33,0.33,0.33
252,0.33,0.33,0.33
253,0.33,0.33,0.33
254,0.33,0.33,0.33
255,0.33,0.33,0.33
256,0.33,0.33,0.33
257,0.33,0.33,0.33
258,0.33,0.33,0.33
259,0.33,0.33,0.33
260,0.33,0.33,0.33
261,0.33,0.33,0.33
262,0.33,0.33,0.33
263,0.33,0.33,0.33
264,0.33,0.33,0.33
265,0.33,0.33,0.33
266,0.33,0.33,0.33
267,0.33,0.33,0.33
268,0.33,0.33,0.33
269,0.33,0.33,0.33
270,0.33,0.33,0.33
271,0.33,0.33,0.33
272,0.33,0.33,0.33
273,0.33,0.33,0.33
274,0.33,0.33,0.33
275,0.33,0.33,0.33
276,0.33,0.33,0.33
277,0.33,0.33,0.33
278,0.33,0.33,0.33
279,0.33,0.33,0.33
280,0.33,0.33,0.33
281,0.33,0.33,0.33
282,0.33,0.33,0.33
283,0.33,0.33,0.33
284,0.33,0.33,0.33
285,0.33,0.33,0.33
286,0.33,0.33,0.33
287,0.33,0.33,0.33
288,0.33,0.33,0.33
289,0.33,0.33,0.33
290,0.33,0.33,0.33
291,0.33,0.33,0.33
292,0.33,0.33,0.33
293,0.33,0.33,0.33
294,0.33,0.33,0.33
295,0.33,0.33,0.33
296,0.33,0.33,0.33
297,0.33,0.33,0.33
298,0.33,0.33,0.33
299,0.33,0.33,0.33
300,0.33,0.33,0.33
